Restaurant_id,Name,delivery_reviews_Count,restaurant_address,Latitude,Longtitude
R262,Bangarpet Chats,1957,"Rajajinagar, Bangalore",12.98611092,77.55638011
R263,Hotel N.G.T Non Veg,391,"Vijay Nagar, Bangalore",12.972436,77.538923
R264,Nando's,158,"Brigade Road, Bangalore",12.972648,77.606798
R265,Magnolia Bakery,4924,"Indiranagar, Bangalore",12.97006969,77.64078252
R266,King Punjabi Restaurant,13300,"BTM, Bangalore",12.91799385,77.61275779
R267,Bombay Bitess,1108,"Rajajinagar, Bangalore",12.99596896,77.55396937
R268,Daily Sushi,112,"Church Street, Bangalore",12.97579083,77.60248683
R269,La Heaven,2428,"Malleshwaram, Bangalore",13.00735604,77.57118221
R270,NOTO - Healthy Ice Cream,31,"Brigade Road, Bangalore",12.967687,77.609849
R271,Friendly Neighbourhood Pizza - Man,122,"Basavanagudi, Bangalore",12.94900958,77.57753368
R272,New Shanthi Sagar,1020,"Basavanagudi, Bangalore",12.93877066,77.58004524
R273,Belgian Waffle Factory,219,"RT Nagar, Bangalore",13.01787,77.59198
R274,Rooftop Cafe,1339,"Jayanagar, Bangalore",12.92895907,77.58620661
R275,Jose Mess,5509,"BTM, Bangalore",12.93119846,77.6081796
R276,Pasta Street,1926,"Cunningham Road, Bangalore",12.9882686,77.5938307
R277,Rajasthani Taj Restaurant,7567,"BTM, Bangalore",12.92177936,77.61093825
R278,Indiana Burgers,211,"Vasanth Nagar, Bangalore",12.99222146,77.59426329
R279,Lassi Corner,1382,"Koramangala 8th Block, Bangalore",12.94445759,77.61735309
R280,Kolkata Famous Kati Roll,12,"HBR Layout, Bangalore",13.025901,77.627206
R281,Apsara Ice Creams,586,"Koramangala 5th Block, Bangalore",12.9362796,77.615514
R282,Vaibhav Biryani,807,"Rajajinagar, Bangalore",12.99866704,77.55036592
R283,Kunafa World,966,"Frazer Town, Bangalore",12.99533254,77.61414215
R284,Melting Cheese,3023,"Basavanagudi, Bangalore",12.9551463,77.5652162
R285,Habibi Falafel,1641,"Indiranagar, Bangalore",12.96903757,77.63607893
R286,Biryani Pot,57600,"BTM, Bangalore",12.92194864,77.61653602
R287,By 2 Coffee,4511,"Basavanagudi, Bangalore",12.95509098,77.56648835
R288,Chopstick,439,"RT Nagar, Bangalore",13.02129121,77.58474279
R289,Raidan Restaurant,1486,"RT Nagar, Bangalore",13.02045006,77.59330172
R290,Khan Saheb Grills And Rolls,1331,"Commercial Street, Bangalore",12.98253494,77.61078899
R291,Olio - The Wood Fired Pizzeria,55,"Koramangala 6th Block, Bangalore",12.94041178,77.62519659
R292,Auntie Fung's,1787,"Indiranagar, Bangalore",12.962023,77.641636
R293,Calcutta Victoria Chat House,3058,"Jeevan Bhima Nagar, Bangalore",12.96862133,77.64944471
R294,Sweet Chariot Cafe,868,"Residency Road, Bangalore",12.96838837,77.60093495
R295,Shanthi Sagar,20300,"Ulsoor, Bangalore",12.98717857,77.61890743
R296,Vishnu Garden,9108,"RT Nagar, Bangalore",13.02008291,77.59239145
R297,Lo! - Low Carb And Keto Foods,851,"Domlur, Bangalore",12.9682299,77.64013841
R298,Home Plate by EatFit,109,"Cunningham Road, Bangalore",12.986283,77.594839
R299,FB Café By Frozen Bottle,15,"Shivajinagar, Bangalore",12.972896,77.607299
R300,Kabab Biryani Corner,2181,"Richmond Road, Bangalore",12.95656556,77.61966985
R301,Sri Vishnu Park,22600,"BTM, Bangalore",12.91665793,77.61503264
R302,Donne Biriyani House,2801,"Kammanahalli, Bangalore",13.01081745,77.63507444
R303,Swiss Cream,683,"Shanti Nagar, Bangalore",12.95860507,77.59436656
R304,Firangi Bake,48,"Shanti Nagar, Bangalore",12.96196488,77.59443562
R305,Keventers Ice Cream,97,"Garuda Mall, Magrath Road, Bangalore",12.97020822,77.6101584
R306,Charminar Biryani House,4386,"BTM, Bangalore",12.91441,77.60997
R307,Pure Veg Meals By LunchBox,22,"Shanti Nagar, Bangalore",12.96216909,77.59434912
R308,Tomba Kitchens,1651,"Ejipura, Bangalore",12.95036853,77.62522638
R309,Lulu Hypermarket,2309,"Rajajinagar, Bangalore",12.98120019,77.56374239
R310,Al Taza,4,"Indiranagar, Bangalore",12.96852368,77.64011617
R311,Sreenivasa Brahmins Bakery,918,"Basavanagudi, Bangalore",12.94345673,77.56778754
R312,Rolls Kitchen,2998,"Langford Town, Bangalore",12.96204951,77.59732839
R313,Sagar,8314,"Seshadripuram, Bangalore",12.98835665,77.57713974
R314,Cafe Grill,12000,"Jeevan Bhima Nagar, Bangalore",12.96873633,77.6486776
R315,Hotel Fanoos,3475,"Richmond Road, Bangalore",12.96475091,77.60647767
R316,Gokul Veg,4432,"Basavanagudi, Bangalore",12.94421121,77.57101323
R317,Kedias Fun Food,13400,"Jayanagar, Bangalore",12.9288637,77.5815806
R318,Al-Wahab Tandoori Restaurant,3724,"HBR Layout, Bangalore",13.02533647,77.63015594
R319,Rolls N Snacks,1081,"Vijay Nagar, Bangalore",12.97156967,77.5470202
R320,ZAZA 22 Spice Biryani,50,"Shanti Nagar, Bangalore",12.961168,77.598239
R321,Basaveshwarnagar Dosa Corner,9595,"Basaveshwara Nagar, Bangalore",12.99113978,77.54151497
R322,RollsKing,278,"BTM, Bangalore",12.935333,77.6135
